LOAN_ID,LOAN_AMNT,FUNDED_AMNT,TERM,INT_RATE,INSTALLMENT,GRADE,SUB_GRADE,EMP_TITLE,EMP_LENGTH_YEARS,HOME_OWNERSHIP,ANNUAL_INC,VERIFICATION_STATUS,ISSUE_DATE_PARSED,LOAN_STATUS,PYMNT_PLAN,PURPOSE,TITLE,ZIP_CODE,ADDR_STATE,DTI,DELINQ_2YRS,EARLIEST_CR_LINE,INQ_LAST_6MTHS,MTHS_SINCE_LAST_DELINQ,MTHS_SINCE_LAST_RECORD,OPEN_ACC,REVOL_BAL,REVOL_UTIL,TOTAL_ACC,TOTAL_PYMNT,MTHS_SINCE_LAST_MAJOR_DEROG,TOT_CUR_BAL,ISSUE_MONTH,ISSUE_YEAR
130077239,7200.0,7200.0,36 ,9.92%,232.06,B,B2,Construction superintendent,5,MORTGAGE,103000.0,Not Verified,2018-03-01T00:00:00.000Z,ok,false,debt_consolidation,Debt consolidation,704xx,LA,30.4,0.0,01-Jul-2005,0.0,54.0,,13.0,30673.0,51.0,20.0,2780.75,55.0,482428.0,3,2018
129978783,6000.0,6000.0,36 ,46.01%,210.98,C,C5,Machine Operator,2,RENT,22000.0,Verified,2018-03-01T00:00:00.000Z,ok,false,other,Other,461xx,IN,35.86,0.0,01-Sep-2007,3.0,49.0,,7.0,8010.0,27.5,16.0,2526.42,49.0,20319.0,3,2018
129850533,4000.0,4000.0,36 ,21.85%,152.46,D,D5,Operations Manager,5,RENT,72460.0,Source Verified,2018-03-01T00:00:00.000Z,ok,false,other,Other,911xx,CA,25.27,0.0,01-Dec-2005,0.0,,86.0,19.0,20799.0,83.5,28.0,1824.66,,63389.0,3,2018
129755182,35000.0,35000.0,36 ,6.71%,1076.07,A,A3,Pharmacist,4,RENT,119000.0,Source Verified,2018-03-01T00:00:00.000Z,ok,false,credit_card,Credit card refinancing,774xx,TX,19.37,0.0,01-Apr-2013,0.0,,,9.0,32349.0,57.6,13.0,12929.6,,323329.0,3,2018
129623505,3000.0,3000.0,36 ,7.96%,93.96,A,A5,Server,10,MORTGAGE,36000.0,Verified,2018-03-01T00:00:00.000Z,ok,false,renewable_energy,Green loan,539xx,WI,30.23,0.0,01-Sep-1994,1.0,,,17.0,3179.0,6.8,27.0,3105.4122686797996,,85101.0,3,2018
129253283,24000.0,24000.0,60 ,46.01%,583.77,C,C5,Superintendent,10,MORTGAGE,55000.0,Source Verified,2018-03-01T00:00:00.000Z,ok,false,debt_consolidation,Debt consolidation,640xx,MO,21.56,1.0,01-Mar-1992,0.0,7.0,,7.0,11476.0,60.1,16.0,6983.89,,138662.0,3,2018
129547750,30000.0,30000.0,60 ,9.92%,636.24,B,B2,Accounts Payable Manager,10,MORTGAGE,125000.0,Source Verified,2018-03-01T00:00:00.000Z,ok,false,credit_card,Credit card refinancing,606xx,IL,17.16,0.0,01-Oct-2001,2.0,,,15.0,50407.0,25.4,28.0,7618.35,,248961.0,3,2018
129376920,18000.0,18000.0,60 ,46.01%,437.83,C,C5,PROFESSOR,1,RENT,53000.0,Verified,2018-03-01T00:00:00.000Z,ok,false,medical,Medical expenses,773xx,TX,12.25,0.0,01-Sep-2010,0.0,,,11.0,15325.0,47.3,16.0,5334.01,,48169.0,3,2018
129350059,18000.0,18000.0,36 ,17.47%,645.97,D,D1,CEO,4,OWN,75000.0,Not Verified,2018-02-01T00:00:00.000Z,ok,false,debt_consolidation,Debt consolidation,109xx,NY,20.5,0.0,01-Mar-2013,2.0,,,6.0,10756.0,19.9,7.0,8380.14,,68487.0,2,2018
127867595,20000.0,20000.0,60 ,12.62%,451.19,C,C1,CUSTOMER SERVICE,10,RENT,80000.0,Verified,2018-02-01T00:00:00.000Z,ok,false,credit_card,Credit card refinancing,115xx,NY,34.68,0.0,01-Mar-2005,1.0,,,32.0,18589.0,7.1,38.0,5851.45,,112158.0,2,2018
129098783,10000.0,10000.0,60 ,10.41%,214.5,B,B3,Owner,10,RENT,42000.0,Not Verified,2018-02-01T00:00:00.000Z,ok,false,credit_card,Credit card refinancing,953xx,CA,15.57,0.0,01-Jun-2004,0.0,,,6.0,9451.0,50.3,7.0,2782.72,,19777.0,2,2018
129079328,8000.0,8000.0,36 ,45.02%,281.34,C,C5,Agent,6,MORTGAGE,81000.0,Verified,2018-02-01T00:00:00.000Z,ok,false,credit_card,Credit card refinancing,601xx,IL,19.47,2.0,01-Jul-2002,3.0,6.0,,10.0,13874.0,77.9,16.0,3388.44,81.0,326316.0,2,2018
129068931,18000.0,18000.0,36 ,12.61%,603.12,C,C1,Immigration Enforcement Agent,10,RENT,95000.0,Source Verified,2018-02-01T00:00:00.000Z,ok,false,debt_consolidation,Debt consolidation,708xx,LA,17.16,0.0,01-Nov-1996,0.0,,,7.0,15477.0,97.1,35.0,18758.7636551951,,52753.0,2,2018
128238630,12800.0,12800.0,60 ,21.45%,349.54,D,D5,Cht,2,MORTGAGE,98000.0,Source Verified,2018-02-01T00:00:00.000Z,ok,false,home_improvement,Home improvement,308xx,GA,24.8,0.0,01-Mar-2008,1.0,,,11.0,4837.0,18.5,25.0,13833.467531763,,101395.0,2,2018
128896798,16000.0,16000.0,60 ,19.03%,415.32,D,D3,Counter sales,7,MORTGAGE,54000.0,Verified,2018-02-01T00:00:00.000Z,ok,false,debt_consolidation,Debt consolidation,700xx,LA,18.33,0.0,01-Jan-2012,1.0,,57.0,17.0,22888.0,51.0,25.0,5379.79,,208016.0,2,2018
128195006,3000.0,3000.0,36 ,,92.25,A,A3,,,RENT,13065.0,Verified,2018-02-01T00:00:00.000Z,ok,false,credit_card,Credit card refinancing,212xx,MD,7.44,0.0,01-Aug-2013,0.0,,,7.0,193.0,1.2,8.0,1194.82,,193.0,2,2018
128586585,20000.0,20000.0,60 ,14.08%,466.2,C,C3,Facilities,10,OWN,62000.0,Not Verified,2018-02-01T00:00:00.000Z,ok,false,debt_consolidation,Debt consolidation,532xx,WI,28.69,0.0,01-Feb-1990,0.0,25.0,,9.0,195122.0,41.2,21.0,6044.96,,219037.0,2,2018
128471057,15000.0,15000.0,36 ,9.44%,480.08,B,B1,President,1,RENT,120000.0,Not Verified,2018-02-01T00:00:00.000Z,ok,false,home_improvement,Home improvement,912xx,CA,8.66,1.0,01-Jul-1999,3.0,13.0,,4.0,6117.0,26.0,16.0,6233.17,,15180.0,2,2018
128378424,8000.0,8000.0,36 ,6.08%,243.67,A,A2,warehouse worker,10,RENT,52000.0,Not Verified,2018-02-01T00:00:00.000Z,ok,false,debt_consolidation,Debt consolidation,530xx,WI,17.22,0.0,01-Feb-1993,0.0,,,5.0,8806.0,28.0,8.0,8068.053422963,,33022.0,2,2018
128072809,10000.0,10000.0,36 ,9.44%,320.05,B,B1,Director of Operations & Administration,8,RENT,148500.0,Not Verified,2018-02-01T00:00:00.000Z,ok,false,credit_card,Credit card refinancing,023xx,MA,13.43,0.0,01-Oct-2002,2.0,41.0,,21.0,16955.0,38.4,44.0,10167.400640414,41.0,65349.0,2,2018
128000703,10000.0,10000.0,36 ,5.32%,301.15,A,A1,Attorney,2,RENT,53000.0,Verified,2018-02-01T00:00:00.000Z,ok,false,small_business,Business,331xx,FL,12.09,0.0,01-Dec-2006,0.0,,,23.0,1167.0,5.1,51.0,3911.99,,175594.0,2,2018
127864556,35000.0,35000.0,36 ,10.42%,1136.27,B,B3,CHEMIST II,10,OWN,80000.0,Source Verified,2018-02-01T00:00:00.000Z,ok,false,debt_consolidation,Debt consolidation,627xx,IL,4.67,0.0,01-Jun-2002,0.0,,,1.0,4978.0,30.4,5.0,14730.99,,4978.0,2,2018
127840352,10500.0,10500.0,60 ,11.99%,233.52,B,B5,Management,10,MORTGAGE,215000.0,Source Verified,2018-01-01T00:00:00.000Z,ok,false,major_purchase,Major purchase,109xx,NY,15.66,0.0,01-Oct-1998,0.0,,,11.0,114787.0,79.8,20.0,3028.77,,656817.0,1,2018
126915069,40000.0,40000.0,60 ,24.85%,1170.54,E,E3,Paraprofessional,3,RENT,20000.0,Not Verified,2018-01-01T00:00:00.000Z,ok,false,debt_consolidation,Debt consolidation,300xx,GA,91.84,0.0,01-May-2001,1.0,24.0,,27.0,600.0,7.5,40.0,15161.8,40.0,154741.0,1,2018
127650559,8025.0,8025.0,36 ,19.03%,294.29,D,D3,,,MORTGAGE,90000.0,Source Verified,2018-02-01T00:00:00.000Z,ok,false,home_improvement,Home improvement,852xx,AZ,13.48,3.0,01-Dec-2009,4.0,17.0,,9.0,2536.0,38.0,17.0,3808.8,9.0,19570.0,2,2018
127647859,15000.0,15000.0,36 ,20.0%,557.46,D,D4,Mental therapy aide,6,RENT,38000.0,Not Verified,2018-01-01T00:00:00.000Z,ok,false,major_purchase,Major purchase,112xx,NY,12.79,0.0,01-Aug-2006,0.0,61.0,,6.0,4300.0,50.6,12.0,7771.11,,8259.0,1,2018
127444131,11000.0,11000.0,36 ,10.91%,359.66,B,B4,Administrative assistant,3,RENT,47000.0,Source Verified,2018-01-01T00:00:00.000Z,ok,false,debt_consolidation,Debt consolidation,112xx,NY,9.22,0.0,01-Aug-2004,0.0,,,8.0,11498.0,80.4,10.0,5028.57,,11498.0,1,2018
127186206,4800.0,4800.0,36 ,13.59%,163.1,C,C2,Social Worker,3,MORTGAGE,65000.0,Source Verified,2018-01-01T00:00:00.000Z,ok,false,medical,Medical expenses,927xx,CA,23.71,0.0,01-Aug-2004,0.0,73.0,,13.0,8397.0,74.3,22.0,2279.78,,49855.0,1,2018
127237907,15600.0,15600.0,36 ,9.93%,502.86,B,B2,TY&E switchman,10,RENT,70000.0,Verified,2018-01-01T00:00:00.000Z,ok,false,credit_card,Credit card refinancing,802xx,CO,18.22,0.0,01-Feb-2006,0.0,,,23.0,16972.0,61.7,34.0,16982.157201889,,82540.0,1,2018
127166422,32400.0,32400.0,36 ,10.91%,1059.36,B,B4,Administrator,10,MORTGAGE,89000.0,Source Verified,2018-01-01T00:00:00.000Z,ok,false,debt_consolidation,Debt consolidation,770xx,TX,38.98,0.0,01-Oct-1999,0.0,,,28.0,55521.0,57.7,46.0,27311.4,,135598.0,1,2018
127094527,12500.0,12500.0,36 ,45.02%,439.59,C,C5,Sr Underwriter,1,MORTGAGE,75000.0,Source Verified,2018-01-01T00:00:00.000Z,ok,false,credit_card,Credit card refinancing,151xx,PA,27.79,0.0,01-Jul-1988,1.0,,,29.0,32355.0,33.4,40.0,6143.14,,304968.0,1,2018
126784430,19200.0,19200.0,60 ,44.05%,457.28,C,C4,Process Maintenance,10,MORTGAGE,85000.0,Not Verified,2018-01-01T00:00:00.000Z,ok,false,medical,Medical expenses,898xx,NV,27.66,1.0,01-Jul-2000,0.0,13.0,75.0,15.0,835.0,4.2,39.0,6409.41,,109305.0,1,2018
126920381,2500.0,2500.0,36 ,44.05%,86.73,C,C4,Faculty,7,MORTGAGE,69000.0,Source Verified,2018-01-01T00:00:00.000Z,ok,false,credit_card,Credit card refinancing,296xx,SC,24.57,1.0,01-May-1994,0.0,7.0,,13.0,14830.0,50.6,37.0,1408.99,58.0,221562.0,1,2018
126679764,30000.0,30000.0,36 ,20.0%,1114.91,D,D4,Teacher,1,RENT,62000.0,Verified,2018-01-01T00:00:00.000Z,ok,false,debt_consolidation,Debt consolidation,331xx,FL,27.2,0.0,01-Oct-1998,3.0,,,12.0,19496.0,29.5,33.0,15525.41,,63899.0,1,2018
126716476,11000.0,11000.0,60 ,14.08%,256.41,C,C3,Owner/ operator,5,RENT,70000.0,Not Verified,2018-01-01T00:00:00.000Z,ok,false,debt_consolidation,Debt consolidation,207xx,MD,21.67,0.0,01-Jun-1998,0.0,,,8.0,9404.0,14.9,8.0,3581.14,,39463.0,1,2018
126655308,29000.0,29000.0,36 ,7.97%,908.36,A,A5,Social Insurance Specialist,4,MORTGAGE,90800.0,Source Verified,2018-01-01T00:00:00.000Z,ok,false,debt_consolidation,Debt consolidation,211xx,MD,15.33,1.0,01-Nov-2005,0.0,15.0,,9.0,27095.0,56.0,23.0,12710.63,,126537.0,1,2018
126606947,12000.0,12000.0,36 ,12.62%,402.14,C,C1,Auditing Specialist,10,MORTGAGE,50000.0,Not Verified,2018-01-01T00:00:00.000Z,ok,false,credit_card,Credit card refinancing,327xx,FL,30.32,1.0,01-May-2001,1.0,8.0,,17.0,17630.0,56.9,34.0,5621.55,,81928.0,1,2018
140567891,28000.0,28000.0,60 ,10.47%,601.42,B,B2,Nurse Practitioner,4,MORTGAGE,81000.0,Source Verified,2018-09-01T00:00:00.000Z,ok,false,credit_card,Credit card refinancing,146xx,NY,14.76,0.0,01-Nov-2005,0.0,,,12.0,19725.0,51.9,19.0,3575.95,,202009.0,9,2018
140791937,25000.0,25000.0,36 ,19.92%,928.08,D,D3,Delivery driver,1,MORTGAGE,70000.0,Verified,2018-09-01T00:00:00.000Z,ok,false,debt_consolidation,Debt consolidation,026xx,MA,29.85,1.0,01-Sep-2005,0.0,23.0,104.0,12.0,7580.0,60.2,18.0,26619.5615593266,,312754.0,9,2018
140865281,20000.0,20000.0,36 ,16.14%,704.53,C,C4,,1,RENT,180000.0,Not Verified,2018-09-01T00:00:00.000Z,ok,false,debt_consolidation,Debt consolidation,926xx,CA,10.75,0.0,01-Mar-2010,0.0,27.0,,11.0,21461.0,68.3,26.0,4191.31,27.0,53899.0,9,2018
140799580,6000.0,6000.0,36 ,15.02%,208.06,C,C3,Coordinator of Public Relations,4,RENT,53700.0,Source Verified,2018-09-01T00:00:00.000Z,ok,false,debt_consolidation,Debt consolidation,760xx,TX,22.7,0.0,01-Mar-2006,1.0,,,9.0,10199.0,66.2,18.0,1248.36,,34587.0,9,2018
145584962,17000.0,17000.0,36 ,6.46%,520.73,A,A1,,1,MORTGAGE,70000.0,Not Verified,2018-12-01T00:00:00.000Z,ok,false,debt_consolidation,Debt consolidation,541xx,WI,21.41,0.0,01-Feb-2009,0.0,,,24.0,26639.0,40.1,37.0,1032.31,,282967.0,12,2018
145515505,10800.0,10800.0,36 ,6.46%,330.82,A,A1,,,RENT,27500.0,Not Verified,2018-12-01T00:00:00.000Z,ok,false,debt_consolidation,Debt consolidation,021xx,MA,13.84,0.0,01-Aug-2007,0.0,,,5.0,12445.0,55.1,7.0,1011.46,,12445.0,12,2018
140480627,22000.0,22000.0,60 ,10.08%,468.31,B,B1,Driver,5,MORTGAGE,45000.0,Source Verified,2018-09-01T00:00:00.000Z,ok,false,credit_card,Credit card refinancing,117xx,NY,18.16,0.0,01-Mar-1992,0.0,67.0,,7.0,16923.0,32.9,17.0,2785.22,,19492.0,9,2018
145467870,15000.0,15000.0,36 ,7.56%,467.01,A,A3,Office Manager,9,MORTGAGE,120000.0,Not Verified,2018-12-01T00:00:00.000Z,ok,false,debt_consolidation,Debt consolidation,107xx,NY,6.14,0.0,01-Dec-2006,0.0,,,12.0,7847.0,10.1,40.0,1388.43,,677596.0,12,2018
145452400,12000.0,12000.0,60 ,16.14%,292.72,C,C4,,,RENT,75000.0,Not Verified,2018-12-01T00:00:00.000Z,ok,false,credit_card,Credit card refinancing,770xx,TX,30.7,1.0,01-May-1996,0.0,21.0,,13.0,31505.0,96.3,26.0,867.4,75.0,240481.0,12,2018
145416489,25000.0,25000.0,36 ,8.81%,792.79,A,A5,Project Management Manager,10,MORTGAGE,134000.0,Source Verified,2018-12-01T00:00:00.000Z,ok,false,debt_consolidation,Debt consolidation,852xx,AZ,10.64,0.0,01-Sep-1987,0.0,46.0,,7.0,4074.0,38.8,23.0,2366.13,46.0,353476.0,12,2018
145363827,8000.0,8000.0,36 ,8.81%,253.7,A,A5,Marketing Professional,2,RENT,41000.0,Not Verified,2018-12-01T00:00:00.000Z,ok,false,credit_card,Credit card refinancing,100xx,NY,17.21,0.0,01-Nov-2007,0.0,,,13.0,14258.0,72.7,16.0,755.23,,49631.0,12,2018
145288617,30000.0,30000.0,36 ,18.94%,1098.78,D,D2,,1,RENT,65000.0,Not Verified,2018-12-01T00:00:00.000Z,ok,false,other,Other,104xx,NY,16.53,1.0,01-Jun-2015,1.0,15.0,,6.0,300.0,1.0,7.0,30036.3049999998,15.0,31792.0,12,2018
145196519,26000.0,26000.0,36 ,11.8%,861.1,B,B4,Electrical Designer,4,MORTGAGE,52000.0,Not Verified,2018-12-01T00:00:00.000Z,ok,false,credit_card,Credit card refinancing,282xx,NC,18.51,0.0,01-Dec-2007,0.0,,,6.0,15656.0,63.6,14.0,2566.26,,149833.0,12,2018
140315890,10000.0,10000.0,36 ,7.84%,312.63,A,A4,Interpreter,5,RENT,55000.0,Not Verified,2018-09-01T00:00:00.000Z,ok,false,debt_consolidation,Debt consolidation,606xx,IL,23.83,0.0,01-Sep-2000,0.0,65.0,,10.0,13975.0,46.0,17.0,1871.42,,37894.0,9,2018
140380367,10000.0,10000.0,36 ,13.56%,339.65,C,C1,Project Manager,6,RENT,50000.0,Source Verified,2018-09-01T00:00:00.000Z,ok,false,credit_card,Credit card refinancing,945xx,CA,38.05,0.0,01-Nov-2007,0.0,,,9.0,12849.0,60.9,15.0,2030.37,,72427.0,9,2018
140000327,32000.0,32000.0,60 ,12.73%,723.69,B,B5,Officer,10,RENT,110000.0,Verified,2018-09-01T00:00:00.000Z,ok,false,debt_consolidation,Debt consolidation,983xx,WA,32.8,1.0,01-Nov-2000,0.0,13.0,,18.0,72943.0,88.6,32.0,4319.52,,453783.0,9,2018
140021300,30000.0,30000.0,36 ,11.55%,990.0,B,B4,Senior Financial Consultant,6,RENT,120000.0,Not Verified,2018-09-01T00:00:00.000Z,ok,false,debt_consolidation,Debt consolidation,917xx,CA,22.21,1.0,01-Sep-1999,0.0,21.0,72.0,15.0,20034.0,60.7,16.0,5920.75,,62259.0,9,2018
139147905,35000.0,35000.0,36 ,7.21%,1084.07,A,A3,public works,10,MORTGAGE,52000.0,Source Verified,2018-09-01T00:00:00.000Z,ok,false,debt_consolidation,Debt consolidation,936xx,CA,16.89,0.0,01-Jul-1992,0.0,41.0,116.0,10.0,11167.0,43.5,14.0,6490.4,,79597.0,9,2018
140033819,10000.0,10000.0,36 ,10.08%,323.05,B,B1,chef,2,RENT,49000.0,Not Verified,2018-09-01T00:00:00.000Z,ok,false,debt_consolidation,Debt consolidation,018xx,MA,16.95,0.0,01-Nov-2004,0.0,52.0,108.0,6.0,6584.0,29.9,10.0,1957.3,52.0,12338.0,9,2018
139724296,11500.0,11500.0,60 ,17.97%,291.84,D,D1,Legal Secretary,10,MORTGAGE,61250.0,Verified,2018-09-01T00:00:00.000Z,ok,false,debt_consolidation,Debt consolidation,774xx,TX,14.42,0.0,01-Jan-2003,0.0,,,11.0,9794.0,33.9,12.0,1739.56,,32757.0,9,2018
144860560,20000.0,20000.0,36 ,8.81%,634.23,A,A5,Chief Diversity Officer,10,MORTGAGE,152000.0,Verified,2018-12-01T00:00:00.000Z,ok,false,credit_card,Credit card refinancing,337xx,FL,31.05,0.0,01-May-2001,1.0,39.0,,14.0,84568.0,72.0,26.0,1819.49,64.0,426424.0,12,2018
139816263,29000.0,29000.0,60 ,6.67%,569.74,A,A2,Director of Peri-Operative Services,10,MORTGAGE,157000.0,Not Verified,2018-09-01T00:00:00.000Z,ok,false,debt_consolidation,Debt consolidation,908xx,CA,26.98,1.0,01-Oct-1996,3.0,20.0,,19.0,63589.0,66.3,59.0,3407.69,,963295.0,9,2018
144686265,18725.0,18725.0,60 ,11.8%,414.64,B,B4,Sr Branch Manager,5,MORTGAGE,256400.0,Source Verified,2018-12-01T00:00:00.000Z,ok,false,debt_consolidation,Debt consolidation,068xx,CT,25.78,0.0,01-May-2000,0.0,,,18.0,280630.0,88.5,21.0,1231.64,,892994.0,12,2018
143760519,20000.0,20000.0,36 ,15.02%,693.51,C,C3,,,MORTGAGE,102000.0,Source Verified,2018-12-01T00:00:00.000Z,ok,false,credit_card,Credit card refinancing,125xx,NY,14.62,1.0,01-Nov-1994,1.0,21.0,,15.0,31723.0,79.7,33.0,2063.84,21.0,311351.0,12,2018
144838364,5400.0,5400.0,36 ,16.14%,190.23,C,C4,Social Worker,3,RENT,36500.0,Not Verified,2018-12-01T00:00:00.000Z,ok,false,other,Other,131xx,NY,13.15,0.0,01-Jan-1990,0.0,29.0,,22.0,9586.0,68.5,32.0,565.85,,81578.0,12,2018
139637089,40000.0,40000.0,60 ,8.46%,819.9,A,A5,Senior Cloud Consultant,3,MORTGAGE,194000.0,Source Verified,2018-09-01T00:00:00.000Z,ok,false,debt_consolidation,Debt consolidation,064xx,CT,21.16,0.0,01-Feb-2000,2.0,,,34.0,68160.0,29.3,67.0,6154.8,,335787.0,9,2018
139676887,15000.0,15000.0,60 ,18.94%,388.62,D,D2,,1,OWN,157470.0,Source Verified,2018-09-01T00:00:00.000Z,incident,false,debt_consolidation,Debt consolidation,321xx,FL,18.63,0.0,01-Apr-1995,0.0,55.0,,15.0,70662.0,79.2,25.0,1558.13,,93560.0,9,2018
142324630,9850.0,9850.0,36 ,7.84%,307.94,A,A4,,1,MORTGAGE,38000.0,Not Verified,2018-12-01T00:00:00.000Z,ok,false,debt_consolidation,Debt consolidation,150xx,PA,18.32,0.0,01-Oct-1981,0.0,,,6.0,4114.0,45.2,15.0,915.24,,183031.0,12,2018
139439517,10500.0,10500.0,36 ,7.84%,328.26,A,A4,administrator,10,OWN,70000.0,Not Verified,2018-09-01T00:00:00.000Z,ok,false,debt_consolidation,Debt consolidation,780xx,TX,9.98,0.0,01-Jun-2001,1.0,,,12.0,6593.0,10.0,22.0,1971.85,,15093.0,9,2018
140814575,10000.0,10000.0,36 ,7.84%,312.63,A,A4,,,RENT,25000.0,Source Verified,2018-09-01T00:00:00.000Z,ok,false,debt_consolidation,Debt consolidation,671xx,KS,21.89,0.0,01-Jun-2005,0.0,106.0,,10.0,8539.0,48.8,22.0,1867.07,106.0,69728.0,9,2018
139118896,17000.0,17000.0,36 ,14.47%,584.91,C,C2,District Sales Manager,5,MORTGAGE,85000.0,Source Verified,2018-08-01T00:00:00.000Z,ok,false,other,Other,707xx,LA,16.6,2.0,01-Sep-2006,2.0,10.0,,8.0,5450.0,50.5,34.0,3573.18,16.0,273594.0,8,2018
138122555,25000.0,25000.0,60 ,10.47%,536.98,B,B2,,,MORTGAGE,65000.0,Not Verified,2018-08-01T00:00:00.000Z,ok,false,debt_consolidation,Debt consolidation,467xx,IN,11.72,0.0,01-Nov-2010,1.0,,,20.0,8709.0,8.2,35.0,25591.658044193,,250494.0,8,2018
140955290,10000.0,10000.0,36 ,12.73%,335.65,B,B5,Vice president,10,MORTGAGE,165000.0,Not Verified,2018-09-01T00:00:00.000Z,ok,false,home_improvement,Home improvement,028xx,RI,6.95,0.0,01-Mar-2001,0.0,35.0,,6.0,26391.0,70.9,10.0,2006.83,,265889.0,9,2018
139304049,10000.0,10000.0,36 ,14.47%,344.07,C,C2,Scientist I,3,RENT,85000.0,Not Verified,2018-08-01T00:00:00.000Z,ok,false,credit_card,Credit card refinancing,146xx,NY,31.1,0.0,01-Jun-2007,1.0,,113.0,19.0,13299.0,28.5,26.0,2056.38,,63318.0,8,2018
139238900,25000.0,25000.0,60 ,20.89%,674.79,D,D4,Shipping Associate,2,RENT,46000.0,Verified,2018-08-01T00:00:00.000Z,ok,false,debt_consolidation,Debt consolidation,774xx,TX,47.56,0.0,01-Aug-1994,0.0,44.0,,12.0,10539.0,50.7,14.0,4694.52,44.0,51201.0,8,2018
144129174,10500.0,10500.0,36 ,16.91%,373.89,C,C5,Director of Life Care,4,RENT,92000.0,Not Verified,2018-12-01T00:00:00.000Z,ok,false,credit_card,Credit card refinancing,553xx,MN,18.39,0.0,01-Aug-2015,0.0,,,20.0,7749.0,8.8,24.0,1156.2,,61072.0,12,2018
